cpu_percent,memory_percent,cmdline_length,network_connections_count,suspicious_keyword_count,label
74.78,8.54,274,8,1,MALICIOUS
82.36,25.54,288,6,2,MALICIOUS
2.46,7.38,81,0,0,BENIGN
53.0,10.4,137,1,3,MALICIOUS
3.16,4.52,52,3,0,BENIGN
13.78,9.14,50,2,0,BENIGN
95.18,31.15,87,4,3,MALICIOUS
7.49,4.99,13,0,0,BENIGN
11.5,24.87,79,3,0,BENIGN
85.11,21.34,87,2,3,MALICIOUS
28.91,17.82,100,0,0,BENIGN
10.85,15.64,55,4,0,BENIGN
72.52,38.06,305,8,3,MALICIOUS
64.67,27.53,106,0,0,BENIGN
1.94,14.32,51,0,0,BENIGN
73.36,15.31,135,8,2,MALICIOUS
7.1,6.88,35,0,0,BENIGN
89.35,26.02,91,3,2,MALICIOUS
22.89,31.27,85,8,0,BENIGN
10.03,18.89,74,3,0,BENIGN
21.64,13.1,133,2,0,BENIGN
88.74,27.74,103,1,1,MALICIOUS
99.57,27.0,294,8,1,MALICIOUS
1.25,2.22,75,1,0,BENIGN
29.9,1.74,106,1,0,BENIGN
0.72,13.21,56,0,0,BENIGN
3.43,5.41,40,4,0,BENIGN
76.66,30.98,202,6,1,MALICIOUS
94.27,29.17,282,7,1,MALICIOUS
25.62,19.22,131,3,0,BENIGN
93.99,15.6,88,2,4,MALICIOUS
3.04,20.87,19,0,0,BENIGN
65.77,29.84,179,3,3,MALICIOUS
0.57,28.76,36,0,0,BENIGN
29.14,10.02,95,0,0,BENIGN
30.12,0.69,50,0,0,BENIGN
80.01,6.46,195,3,4,MALICIOUS
15.47,20.92,95,0,0,BENIGN
8.4,15.79,27,0,0,BENIGN
80.74,12.7,92,0,0,BENIGN
79.28,20.47,172,8,3,MALICIOUS
4.66,0.91,98,1,0,BENIGN
9.76,32.54,117,12,0,BENIGN
80.87,35.12,174,1,3,MALICIOUS
4.56,24.7,105,0,0,BENIGN
2.22,25.91,102,4,0,BENIGN
74.45,22.9,129,6,2,MALICIOUS
92.8,31.36,136,6,1,MALICIOUS
87.16,37.14,111,4,3,MALICIOUS
68.14,18.61,82,0,0,BENIGN
4.42,3.6,65,2,0,BENIGN
92.64,36.84,264,6,4,MALICIOUS
75.92,12.22,163,2,3,MALICIOUS
11.26,2.6,56,0,0,BENIGN
87.41,47.65,173,1,1,MALICIOUS
91.16,28.34,205,7,4,MALICIOUS
92.03,6.25,246,1,1,MALICIOUS
84.39,11.02,133,3,4,MALICIOUS
58.05,45.99,37,5,0,BENIGN
8.23,23.11,96,0,0,BENIGN
7.81,11.04,12,2,0,BENIGN
61.03,22.52,56,2,2,MALICIOUS
2.78,24.7,55,0,0,BENIGN
17.85,9.51,94,0,0,BENIGN
80.79,16.1,296,7,1,MALICIOUS
6.55,12.11,45,1,0,BENIGN
26.11,29.29,121,1,0,BENIGN
27.3,12.39,75,2,0,BENIGN
65.08,15.7,96,0,0,BENIGN
1.73,7.36,72,3,0,BENIGN
89.64,22.87,267,8,3,MALICIOUS
96.11,43.73,150,1,4,MALICIOUS
0.89,7.71,28,0,0,BENIGN
10.85,7.55,86,0,0,BENIGN
58.31,28.72,13,0,0,BENIGN
22.0,9.63,76,0,0,BENIGN
57.32,25.34,92,2,1,MALICIOUS
83.61,23.03,279,2,3,MALICIOUS
4.8,18.45,68,0,0,BENIGN
1.66,12.01,78,0,0,BENIGN
14.01,18.2,135,5,0,BENIGN
54.37,17.5,77,0,0,BENIGN
45.05,23.76,216,2,2,MALICIOUS
11.83,13.19,145,10,0,BENIGN
28.74,10.91,31,0,0,BENIGN
3.08,14.95,56,0,0,BENIGN
45.67,23.03,89,0,0,BENIGN
96.75,9.8,78,3,4,MALICIOUS
65.48,25.76,222,6,0,BENIGN
75.38,35.49,64,2,4,MALICIOUS
90.36,6.59,109,3,2,MALICIOUS
0.39,20.56,61,2,0,BENIGN
31.78,30.8,98,2,0,BENIGN
3.11,4.66,92,2,0,BENIGN
55.18,12.41,98,3,0,BENIGN
8.11,23.17,11,2,0,BENIGN
32.62,26.21,25,2,0,BENIGN
9.83,12.59,128,0,0,BENIGN
82.23,41.71,84,2,2,MALICIOUS
8.31,29.49,82,0,0,BENIGN
7.45,9.77,31,0,0,BENIGN
97.67,21.49,114,4,2,MALICIOUS
15.01,14.5,124,0,0,BENIGN
34.38,0.25,16,0,0,BENIGN
72.71,9.54,157,2,1,MALICIOUS
5.45,11.67,88,0,0,BENIGN
28.42,8.71,150,6,0,BENIGN
51.63,51.62,85,1,0,BENIGN
1.05,6.43,24,0,0,BENIGN
29.46,28.11,93,7,0,BENIGN
84.35,20.56,95,4,1,MALICIOUS
60.59,23.26,128,2,2,MALICIOUS
72.43,16.7,109,4,0,BENIGN
42.1,12.67,156,4,3,MALICIOUS
37.8,22.93,150,2,0,BENIGN
75.08,8.84,165,6,2,MALICIOUS
3.07,1.83,46,0,0,BENIGN
3.76,17.66,62,1,0,BENIGN
61.08,42.08,158,0,0,BENIGN
87.59,27.27,76,3,2,MALICIOUS
80.73,15.58,50,0,0,BENIGN
12.07,24.37,33,0,0,BENIGN
51.04,1.92,18,0,0,BENIGN
6.44,5.29,44,2,0,BENIGN
69.61,21.64,60,0,0,BENIGN
77.02,13.01,233,8,2,MALICIOUS
91.75,44.47,116,1,3,MALICIOUS
84.9,37.27,233,3,3,MALICIOUS
28.96,17.99,11,0,0,BENIGN
21.7,25.72,60,0,0,BENIGN
16.93,22.17,60,0,0,BENIGN
3.94,4.63,46,0,0,BENIGN
29.28,12.5,27,0,0,BENIGN
90.95,25.49,52,0,0,BENIGN
7.45,9.08,122,3,0,BENIGN
10.21,9.08,79,1,0,BENIGN
0.8,29.88,129,0,0,BENIGN
94.72,26.78,330,5,2,MALICIOUS
9.38,26.18,43,0,0,BENIGN
4.82,9.57,45,0,0,BENIGN
34.36,3.47,82,2,0,BENIGN
61.1,43.57,226,15,0,BENIGN
74.7,18.91,130,2,2,MALICIOUS
97.78,19.36,182,4,1,MALICIOUS
24.06,2.74,108,2,0,BENIGN
75.5,4.6,36,0,0,BENIGN
3.43,27.69,27,0,0,BENIGN
7.07,4.96,140,2,0,BENIGN
0.0,4.89,80,3,0,BENIGN
20.27,29.65,15,0,0,BENIGN
12.24,11.99,86,0,0,BENIGN
33.63,22.22,20,0,0,BENIGN
1.72,20.54,22,0,0,BENIGN
96.86,43.03,245,1,4,MALICIOUS
3.28,3.18,27,3,0,BENIGN
80.28,22.85,228,1,2,MALICIOUS
86.6,38.47,94,2,1,MALICIOUS
95.08,44.73,182,3,1,MALICIOUS
11.14,13.75,74,0,0,BENIGN
1.59,4.42,82,0,0,BENIGN
85.37,27.59,192,3,1,MALICIOUS
61.32,28.71,90,1,0,BENIGN
19.95,13.77,69,9,0,BENIGN
92.89,28.55,145,6,3,MALICIOUS
21.44,18.18,59,0,0,BENIGN
87.07,38.19,86,6,1,MALICIOUS
84.7,48.42,95,7,1,MALICIOUS
26.37,5.09,41,0,0,BENIGN
9.07,4.56,92,4,0,BENIGN
93.58,5.76,120,4,4,MALICIOUS
1.79,1.06,43,0,0,BENIGN
23.4,29.76,111,4,0,BENIGN
5.03,14.91,37,0,0,BENIGN
17.31,9.14,57,4,0,BENIGN
0.49,19.09,35,0,0,BENIGN
45.86,19.07,206,3,3,MALICIOUS
35.87,16.13,85,8,0,BENIGN
2.31,14.83,53,2,0,BENIGN
81.77,26.89,185,1,1,MALICIOUS
1.13,25.75,46,1,0,BENIGN
89.34,12.09,46,1,0,BENIGN
74.4,11.18,200,8,4,MALICIOUS
8.39,26.02,43,0,0,BENIGN
10.95,20.51,91,0,0,BENIGN
87.61,24.6,294,5,2,MALICIOUS
77.44,24.42,108,6,1,MALICIOUS
47.27,37.95,214,2,2,MALICIOUS
84.22,27.83,78,4,2,MALICIOUS
24.2,6.45,61,0,0,BENIGN
0.94,20.99,108,0,0,BENIGN
34.65,22.78,26,0,0,BENIGN
69.73,8.32,123,0,0,BENIGN
8.38,32.62,140,9,0,BENIGN
10.34,9.34,85,0,0,BENIGN
14.99,21.15,79,0,0,BENIGN
87.81,4.24,82,8,3,MALICIOUS
0.38,3.29,70,4,0,BENIGN
31.9,22.81,200,2,2,MALICIOUS
29.28,13.71,116,0,0,BENIGN
3.18,28.9,95,0,0,BENIGN
74.44,4.41,95,2,3,MALICIOUS
68.32,35.34,62,2,3,MALICIOUS
80.1,32.37,310,5,2,MALICIOUS
60.3,29.05,67,5,0,BENIGN
80.16,36.82,193,4,3,MALICIOUS
82.4,17.29,252,2,1,MALICIOUS
99.85,34.85,193,1,3,MALICIOUS
8.26,14.63,106,1,0,BENIGN
75.4,13.86,145,1,1,MALICIOUS
32.55,33.82,75,5,0,BENIGN
12.42,13.98,79,2,0,BENIGN
2.89,8.21,116,0,0,BENIGN
96.05,46.53,325,4,3,MALICIOUS
98.48,21.15,235,6,4,MALICIOUS
85.84,21.3,221,2,3,MALICIOUS
81.81,27.06,289,6,4,MALICIOUS
79.36,29.67,109,1,4,MALICIOUS
82.12,28.08,274,8,4,MALICIOUS
86.61,28.03,111,4,2,MALICIOUS
31.48,17.37,72,4,0,BENIGN
4.96,7.78,40,0,0,BENIGN
97.7,15.6,194,5,3,MALICIOUS
30.56,2.24,27,2,0,BENIGN
5.02,11.91,54,0,0,BENIGN
99.43,32.06,213,4,4,MALICIOUS
95.74,32.58,346,3,1,MALICIOUS
81.18,17.95,98,6,0,BENIGN
65.47,21.63,118,0,0,BENIGN
14.65,17.03,93,0,0,BENIGN
28.26,26.06,144,10,0,BENIGN
82.9,34.29,122,6,2,MALICIOUS
10.69,12.48,48,4,0,BENIGN
74.62,17.52,260,1,4,MALICIOUS
63.18,25.21,32,3,0,BENIGN
93.93,31.24,269,7,2,MALICIOUS
95.32,37.03,81,4,3,MALICIOUS
12.24,21.69,109,0,0,BENIGN
46.51,9.66,47,3,0,BENIGN
2.31,23.97,57,0,0,BENIGN
74.51,39.01,249,7,3,MALICIOUS
75.94,44.82,60,3,0,BENIGN
90.97,33.18,212,7,2,MALICIOUS
70.07,19.57,126,4,1,MALICIOUS
6.44,5.36,35,3,0,BENIGN
92.06,41.99,230,7,1,MALICIOUS
92.03,49.6,159,0,0,BENIGN
81.21,10.93,19,0,0,BENIGN
12.04,19.21,127,0,0,BENIGN
32.84,13.26,134,0,0,BENIGN
2.37,13.82,45,0,0,BENIGN
70.93,36.66,192,4,3,MALICIOUS
6.24,14.71,61,0,0,BENIGN
3.16,19.99,98,0,0,BENIGN
12.81,27.34,27,0,0,BENIGN
28.06,13.91,84,1,0,BENIGN
10.31,15.31,88,3,0,BENIGN
1.74,14.38,102,0,0,BENIGN
18.82,18.39,38,3,0,BENIGN
2.25,22.56,107,0,0,BENIGN
2.72,19.5,78,1,0,BENIGN
0.54,6.23,139,2,0,BENIGN
2.49,19.67,36,0,0,BENIGN
73.8,37.59,74,0,0,BENIGN
2.63,7.32,57,2,0,BENIGN
2.13,17.64,76,4,0,BENIGN
0.58,3.11,23,1,0,BENIGN
28.99,26.2,181,11,0,BENIGN
2.49,2.09,32,0,0,BENIGN
76.66,32.1,131,4,3,MALICIOUS
2.49,13.03,43,0,0,BENIGN
2.31,24.25,15,0,0,BENIGN
32.92,26.53,89,10,0,BENIGN
31.91,26.38,102,10,0,BENIGN
48.23,24.21,55,0,0,BENIGN
93.55,14.06,287,2,3,MALICIOUS
2.95,24.32,11,2,0,BENIGN
1.12,1.87,30,4,0,BENIGN
8.8,1.11,105,0,0,BENIGN
11.34,4.16,96,1,0,BENIGN
97.92,34.18,105,4,1,MALICIOUS
1.87,11.71,30,0,0,BENIGN
84.33,48.51,133,1,1,MALICIOUS
9.82,33.43,85,2,0,BENIGN
9.59,26.09,55,1,0,BENIGN
11.29,6.64,69,0,0,BENIGN
84.18,43.79,190,7,2,MALICIOUS
4.8,14.34,99,0,0,BENIGN
72.2,33.83,288,1,4,MALICIOUS
2.83,17.56,35,1,0,BENIGN
71.98,39.74,178,6,4,MALICIOUS
21.93,17.06,95,1,0,BENIGN
8.02,12.56,122,11,0,BENIGN
28.0,4.79,82,0,0,BENIGN
0.49,21.72,125,0,0,BENIGN
97.33,14.62,219,5,3,MALICIOUS
56.64,19.07,172,2,3,MALICIOUS
66.55,17.15,122,0,0,BENIGN
70.52,13.91,83,3,1,MALICIOUS
60.18,39.27,144,5,2,MALICIOUS
51.52,10.18,183,4,2,MALICIOUS
5.95,1.55,77,4,0,BENIGN
55.44,38.33,176,3,1,MALICIOUS
98.86,18.02,157,8,1,MALICIOUS
95.0,28.52,133,4,3,MALICIOUS
3.15,18.67,107,0,0,BENIGN
40.86,6.37,46,4,0,BENIGN
0.59,15.5,75,3,0,BENIGN
85.11,0.61,38,0,0,BENIGN
71.29,8.99,68,4,3,MALICIOUS
92.33,39.09,263,1,1,MALICIOUS
0.51,6.33,58,0,0,BENIGN
2.12,18.29,116,0,0,BENIGN
42.87,14.52,105,0,0,BENIGN
75.74,13.26,125,0,0,BENIGN
19.35,29.65,81,12,0,BENIGN
84.43,35.5,229,7,2,MALICIOUS
95.0,49.41,79,7,4,MALICIOUS
9.33,10.62,110,0,0,BENIGN
76.19,29.25,44,0,0,BENIGN
96.93,17.9,83,8,3,MALICIOUS
42.22,22.89,69,0,0,BENIGN
85.58,16.51,89,5,0,BENIGN
26.06,16.32,72,6,0,BENIGN
84.55,8.76,180,8,3,MALICIOUS
66.32,5.63,44,0,0,BENIGN
4.83,11.62,19,0,0,BENIGN
33.29,21.36,83,4,0,BENIGN
27.59,6.93,131,0,0,BENIGN
21.07,25.22,46,5,0,BENIGN
1.65,2.56,125,1,0,BENIGN
74.93,7.03,91,7,4,MALICIOUS
21.01,9.29,105,3,0,BENIGN
0.23,25.95,47,0,0,BENIGN
98.59,41.98,135,3,3,MALICIOUS
1.31,25.91,90,0,0,BENIGN
14.72,12.66,115,9,0,BENIGN
32.21,13.84,90,2,0,BENIGN
7.74,8.04,104,0,0,BENIGN
63.85,36.09,191,9,0,BENIGN
75.21,36.72,196,3,3,MALICIOUS
91.71,14.33,77,1,1,MALICIOUS
3.41,5.77,54,1,0,BENIGN
84.98,55.79,95,13,0,BENIGN
0.94,4.12,16,3,0,BENIGN
1.44,23.47,136,0,0,BENIGN
4.0,14.45,18,0,0,BENIGN
58.8,23.03,59,0,0,BENIGN
5.85,8.4,67,0,0,BENIGN
95.7,32.39,183,1,4,MALICIOUS
49.83,1.13,37,0,0,BENIGN
3.32,5.16,21,0,0,BENIGN
81.12,32.05,294,2,1,MALICIOUS
0.84,8.42,86,0,0,BENIGN
90.43,39.27,62,0,0,BENIGN
36.78,16.09,143,4,0,BENIGN
4.43,17.35,108,0,0,BENIGN
82.14,32.63,216,5,1,MALICIOUS
69.79,17.14,93,13,0,BENIGN
29.39,8.32,66,0,0,BENIGN
20.87,6.64,59,3,0,BENIGN
70.32,9.85,92,7,2,MALICIOUS
4.47,18.99,90,3,0,BENIGN
3.69,5.22,37,1,0,BENIGN
3.19,6.48,98,0,0,BENIGN
81.54,45.45,73,4,0,BENIGN
28.96,21.45,31,0,0,BENIGN
9.24,7.09,49,1,0,BENIGN
4.71,17.18,20,4,0,BENIGN
6.3,14.83,120,1,0,BENIGN
78.08,17.09,79,0,0,BENIGN
1.96,16.58,135,0,0,BENIGN
26.17,1.57,68,1,0,BENIGN
3.46,0.83,23,0,0,BENIGN
90.93,35.9,116,6,1,MALICIOUS
13.37,17.77,82,2,0,BENIGN
13.31,14.08,84,7,0,BENIGN
75.38,30.91,133,14,0,BENIGN
86.85,23.94,234,6,1,MALICIOUS
29.15,22.98,172,4,1,MALICIOUS
73.4,14.23,126,7,3,MALICIOUS
83.13,41.2,304,5,2,MALICIOUS
1.69,20.24,131,2,0,BENIGN
4.02,27.06,50,0,0,BENIGN
13.15,12.4,15,1,0,BENIGN
54.28,56.77,189,3,0,BENIGN
88.34,26.87,235,5,3,MALICIOUS
2.46,21.36,123,0,0,BENIGN
25.19,13.67,135,4,0,BENIGN
23.34,26.64,103,9,0,BENIGN
2.68,28.95,63,0,0,BENIGN
3.91,8.21,40,1,0,BENIGN
4.88,1.81,22,0,0,BENIGN
7.49,8.92,31,1,0,BENIGN
67.42,21.94,75,1,0,BENIGN
93.21,40.12,103,1,3,MALICIOUS
78.75,8.36,128,0,0,BENIGN
0.51,8.64,60,1,0,BENIGN
75.21,31.67,150,1,4,MALICIOUS
92.67,22.45,195,6,2,MALICIOUS
74.91,25.9,95,5,1,MALICIOUS
91.28,29.83,128,1,0,BENIGN
26.12,13.73,69,2,0,BENIGN
16.13,16.69,98,0,0,BENIGN
39.49,20.73,155,1,1,MALICIOUS
27.19,15.89,96,2,0,BENIGN
52.44,24.88,107,2,0,BENIGN
3.93,11.08,61,0,0,BENIGN
3.92,4.8,109,0,0,BENIGN
83.07,22.41,115,5,3,MALICIOUS
2.08,19.44,58,0,0,BENIGN
94.9,15.87,311,1,3,MALICIOUS
1.9,4.34,87,0,0,BENIGN
83.29,5.48,150,5,2,MALICIOUS
91.21,34.18,191,2,1,MALICIOUS
53.02,5.04,55,1,0,BENIGN
80.92,33.34,217,1,1,MALICIOUS
2.57,8.3,81,0,0,BENIGN
14.72,8.26,16,0,0,BENIGN
24.54,3.7,134,0,0,BENIGN
2.14,8.98,132,0,0,BENIGN
0.34,9.15,92,1,0,BENIGN
47.54,23.25,44,2,0,BENIGN
3.17,17.49,28,0,0,BENIGN
4.74,29.54,128,4,0,BENIGN
91.77,46.4,267,2,2,MALICIOUS
98.11,39.68,136,4,1,MALICIOUS
1.21,12.31,71,4,0,BENIGN
16.95,8.94,99,10,0,BENIGN
96.3,31.53,313,5,2,MALICIOUS
24.44,29.01,94,4,0,BENIGN
29.57,7.26,46,2,0,BENIGN
90.93,45.04,219,1,4,MALICIOUS
72.58,39.95,212,6,4,MALICIOUS
76.35,44.23,277,2,1,MALICIOUS
72.86,45.55,226,4,0,BENIGN
77.79,28.1,70,0,0,BENIGN
18.89,16.9,50,8,0,BENIGN
61.04,35.2,152,0,0,BENIGN
76.01,32.75,146,1,4,MALICIOUS
74.48,14.48,66,2,0,BENIGN
4.23,11.15,81,0,0,BENIGN
3.23,23.56,71,0,0,BENIGN
3.71,22.46,132,2,0,BENIGN
26.33,19.27,107,10,0,BENIGN
77.09,33.36,56,2,3,MALICIOUS
26.7,22.9,91,3,0,BENIGN
3.82,0.65,79,2,0,BENIGN
91.47,0.48,35,0,0,BENIGN
1.99,3.05,131,0,0,BENIGN
81.0,29.85,254,10,0,BENIGN
72.05,5.19,179,1,3,MALICIOUS
18.99,19.67,61,6,0,BENIGN
80.94,12.16,162,7,1,MALICIOUS
4.71,29.35,96,0,0,BENIGN
4.62,25.23,49,0,0,BENIGN
21.32,12.51,58,0,0,BENIGN
72.26,11.85,118,4,0,BENIGN
4.12,11.29,31,0,0,BENIGN
93.65,25.77,47,0,0,BENIGN
3.54,21.1,51,0,0,BENIGN
2.88,7.79,121,0,0,BENIGN
28.03,29.99,50,0,0,BENIGN
10.62,4.39,92,1,0,BENIGN
50.15,35.25,179,2,3,MALICIOUS
3.83,27.32,31,0,0,BENIGN
2.51,21.0,120,2,0,BENIGN
93.64,36.43,254,3,1,MALICIOUS
2.47,10.39,89,4,0,BENIGN
0.57,20.32,132,0,0,BENIGN
3.7,16.45,118,0,0,BENIGN
92.62,30.57,170,3,2,MALICIOUS
19.32,26.7,139,9,0,BENIGN
2.46,17.4,23,0,0,BENIGN
2.87,2.82,137,0,0,BENIGN
0.72,19.79,27,0,0,BENIGN
98.05,14.45,246,2,4,MALICIOUS
84.05,41.36,218,3,1,MALICIOUS
4.89,8.07,22,0,0,BENIGN
24.59,9.78,131,0,0,BENIGN
39.26,19.69,193,4,3,MALICIOUS
13.05,1.41,28,1,0,BENIGN
58.88,33.03,125,15,0,BENIGN
6.98,13.42,27,0,0,BENIGN
26.39,25.14,39,0,0,BENIGN
2.24,5.06,32,0,0,BENIGN
84.92,26.56,16,0,0,BENIGN
26.72,28.11,54,0,0,BENIGN
27.41,23.04,101,4,0,BENIGN
75.45,38.97,193,2,0,BENIGN
4.16,15.05,84,0,0,BENIGN
70.34,16.4,130,2,0,BENIGN
64.49,37.39,152,1,2,MALICIOUS
94.22,26.16,69,1,4,MALICIOUS
5.91,3.54,61,1,0,BENIGN
0.4,1.39,120,3,0,BENIGN
1.99,23.0,31,0,0,BENIGN
3.48,1.95,50,0,0,BENIGN
4.44,13.33,26,0,0,BENIGN
86.82,60.0,123,15,0,BENIGN
77.92,31.2,207,4,1,MALICIOUS
94.88,36.6,118,7,4,MALICIOUS
59.73,12.06,58,4,0,BENIGN
0.92,0.89,70,1,0,BENIGN
30.77,29.6,119,1,3,MALICIOUS
86.37,37.42,267,7,1,MALICIOUS
4.05,3.63,97,2,0,BENIGN
2.24,5.03,57,0,0,BENIGN
3.73,22.62,69,0,0,BENIGN
11.6,2.5,93,2,0,BENIGN
96.58,35.23,249,4,2,MALICIOUS
10.63,26.59,104,0,0,BENIGN
1.71,11.91,45,0,0,BENIGN
87.49,43.84,152,7,1,MALICIOUS
1.66,22.25,64,0,0,BENIGN
3.62,10.35,74,0,0,BENIGN
70.4,61.55,209,3,0,BENIGN
91.13,24.97,162,13,0,BENIGN
2.86,25.12,135,0,0,BENIGN
0.66,17.36,68,3,0,BENIGN
95.81,25.76,137,6,2,MALICIOUS
90.08,5.2,134,5,3,MALICIOUS
0.98,1.93,62,0,0,BENIGN
2.19,13.95,45,0,0,BENIGN
34.94,14.46,106,0,0,BENIGN
98.4,22.98,344,2,4,MALICIOUS
88.19,11.27,123,7,2,MALICIOUS
4.48,23.4,24,4,0,BENIGN
72.63,29.94,157,3,1,MALICIOUS
81.25,33.58,126,3,3,MALICIOUS
35.68,6.86,63,4,3,MALICIOUS
15.67,14.55,104,2,0,BENIGN
31.97,27.3,120,2,0,BENIGN
59.23,22.91,118,1,1,MALICIOUS
87.05,3.16,104,0,0,BENIGN
0.45,24.22,36,0,0,BENIGN
49.17,5.58,112,0,0,BENIGN
3.54,4.02,85,0,0,BENIGN
17.98,11.98,53,3,0,BENIGN
24.22,9.43,98,0,0,BENIGN
82.59,34.63,226,4,1,MALICIOUS
22.81,9.8,72,1,0,BENIGN
2.7,13.19,51,0,0,BENIGN
70.9,12.16,257,5,2,MALICIOUS
4.06,0.85,26,0,0,BENIGN
89.4,23.26,127,6,3,MALICIOUS
41.19,24.69,80,2,0,BENIGN
2.98,14.15,74,1,0,BENIGN
2.77,17.99,93,1,0,BENIGN
85.38,33.45,66,3,3,MALICIOUS
72.68,39.14,310,4,4,MALICIOUS
2.84,12.79,72,0,0,BENIGN
0.02,6.6,81,1,0,BENIGN
73.78,8.52,129,8,3,MALICIOUS
66.14,54.45,119,2,0,BENIGN
4.75,10.07,44,1,0,BENIGN
4.96,14.82,101,0,0,BENIGN
83.04,44.29,171,5,0,BENIGN
50.35,22.9,65,0,0,BENIGN
91.63,22.92,103,6,2,MALICIOUS
80.5,23.17,106,1,1,MALICIOUS
2.75,24.81,87,2,0,BENIGN
89.4,11.24,80,7,2,MALICIOUS
79.37,33.67,190,4,4,MALICIOUS
97.49,22.12,214,7,1,MALICIOUS
3.9,6.94,82,0,0,BENIGN
82.07,5.84,71,6,4,MALICIOUS
73.24,25.17,158,6,4,MALICIOUS
89.36,4.08,303,1,1,MALICIOUS
51.72,23.55,83,1,2,MALICIOUS
14.8,5.19,80,0,0,BENIGN
0.12,28.37,139,0,0,BENIGN
10.31,29.07,101,0,0,BENIGN
5.35,2.73,51,0,0,BENIGN
10.66,6.31,88,2,0,BENIGN
26.79,20.7,16,0,0,BENIGN
13.33,7.86,38,2,0,BENIGN
20.45,3.45,138,0,0,BENIGN
27.96,26.45,95,4,3,MALICIOUS
1.79,10.45,77,4,0,BENIGN
5.83,15.15,100,0,0,BENIGN
2.59,24.71,76,0,0,BENIGN
2.93,12.35,87,0,0,BENIGN
6.02,22.43,65,0,0,BENIGN
80.23,26.73,151,4,1,MALICIOUS
49.18,38.9,60,2,0,BENIGN
7.7,11.19,42,1,0,BENIGN
7.3,4.18,107,1,0,BENIGN
4.17,0.87,21,0,0,BENIGN
61.82,53.33,101,3,0,BENIGN
3.46,8.06,84,1,0,BENIGN
2.23,29.89,83,4,0,BENIGN
93.62,15.24,101,8,4,MALICIOUS
15.3,25.52,135,0,0,BENIGN
85.9,23.92,292,3,3,MALICIOUS
72.55,32.37,276,4,2,MALICIOUS
77.04,31.04,95,8,1,MALICIOUS
1.19,20.14,64,0,0,BENIGN
64.91,31.42,182,4,3,MALICIOUS
3.45,14.2,18,0,0,BENIGN
9.68,13.53,152,3,0,BENIGN
87.94,16.1,202,1,2,MALICIOUS
71.35,37.32,208,3,1,MALICIOUS
1.12,23.21,84,0,0,BENIGN
79.54,15.87,114,1,0,BENIGN
99.31,5.64,300,1,4,MALICIOUS
1.79,9.02,85,0,0,BENIGN
75.36,34.61,177,1,4,MALICIOUS
16.93,0.44,22,4,0,BENIGN
84.21,34.61,249,2,4,MALICIOUS
2.19,12.71,52,4,0,BENIGN
52.54,9.15,123,3,0,BENIGN
22.02,1.42,119,1,0,BENIGN
1.91,12.91,100,0,0,BENIGN
64.3,20.47,135,0,0,BENIGN
63.22,58.69,112,2,0,BENIGN
4.45,22.32,49,0,0,BENIGN
80.38,27.53,151,4,0,BENIGN
1.48,8.05,103,0,0,BENIGN
80.87,39.41,271,7,2,MALICIOUS
2.38,10.67,128,3,0,BENIGN
4.71,9.1,109,4,0,BENIGN
15.11,6.75,73,1,0,BENIGN
84.3,16.92,88,4,3,MALICIOUS
55.99,16.47,95,8,0,BENIGN
77.91,30.88,207,4,3,MALICIOUS
2.39,5.25,48,0,0,BENIGN
42.41,20.23,195,3,2,MALICIOUS
99.21,14.03,83,4,3,MALICIOUS
48.56,22.68,22,3,0,BENIGN
0.93,10.13,74,2,0,BENIGN
21.74,17.68,94,4,0,BENIGN
16.36,11.48,29,0,0,BENIGN
95.78,31.61,115,8,4,MALICIOUS
67.84,63.48,89,2,0,BENIGN
6.02,4.86,66,0,0,BENIGN
24.7,29.92,76,4,0,BENIGN
29.37,26.76,124,7,0,BENIGN
4.42,23.26,83,0,0,BENIGN
26.65,28.17,115,2,0,BENIGN
0.37,25.4,85,0,0,BENIGN
24.6,13.11,109,3,0,BENIGN
1.92,29.54,83,1,0,BENIGN
10.4,13.03,39,1,0,BENIGN
36.46,29.89,66,3,1,MALICIOUS
3.86,19.19,77,0,0,BENIGN
64.78,24.37,97,1,0,BENIGN
91.38,28.0,191,2,3,MALICIOUS
23.41,17.97,69,3,0,BENIGN
68.51,36.71,129,9,0,BENIGN
63.48,57.56,161,8,0,BENIGN
34.71,6.93,30,1,0,BENIGN
0.55,18.9,118,0,0,BENIGN
85.13,35.96,269,8,2,MALICIOUS
2.75,22.39,102,4,0,BENIGN
60.44,17.65,128,4,0,BENIGN
33.51,26.78,58,0,0,BENIGN
12.87,31.2,112,2,0,BENIGN
2.52,9.32,26,3,0,BENIGN
47.14,26.55,26,0,0,BENIGN
79.72,39.91,152,1,0,BENIGN
1.98,17.23,73,0,0,BENIGN
1.51,1.62,117,4,0,BENIGN
48.29,29.77,97,0,0,BENIGN
94.84,24.42,73,3,4,MALICIOUS
3.74,5.43,43,3,0,BENIGN
79.43,41.34,217,2,4,MALICIOUS
3.18,29.43,74,3,0,BENIGN
81.87,31.34,256,1,1,MALICIOUS
79.85,27.76,136,1,4,MALICIOUS
4.52,17.61,15,4,0,BENIGN
56.23,26.14,39,0,0,BENIGN
89.34,8.45,280,4,1,MALICIOUS
76.61,33.92,168,1,0,BENIGN
13.07,24.53,24,2,0,BENIGN
79.44,4.43,64,2,1,MALICIOUS
94.21,46.83,106,1,0,BENIGN
